experiment_id,baseline,sequence,seed,q_after_t1,q_final_on_t1,bwt
E09_CL_BASELINES,ewc,A,1000,1.0978704209509815,1.0974282731523284,-0.00044214779865314746
E09_CL_BASELINES,ewc,A,1001,1.0681155722546767,1.0682232676357242,0.0001076953810474901
E09_CL_BASELINES,ewc,A,1002,1.0752560982929154,1.074844938869753,-0.0004111594231623883
E09_CL_BASELINES,ewc,A,1003,1.0960472599846898,1.0968145784257868,0.0007673184410970091
E09_CL_BASELINES,ewc,A,1004,1.0947470932565788,1.0974910168012642,0.002743923544685334
E09_CL_BASELINES,ewc,A,1005,1.095734527643957,1.0979800445708217,0.002245516926864699
E09_CL_BASELINES,ewc,A,1006,1.09654753766582,1.097575807349232,0.0010282696834120753
E09_CL_BASELINES,ewc,A,1007,1.0960970633936347,1.095811561302239,-0.00028550209139566185
E09_CL_BASELINES,ewc,A,1008,1.0085884833306409,1.091957781841389,0.08336929851074815
E09_CL_BASELINES,ewc,A,1009,1.0502506974600145,1.0513587238046747,0.001108026344660118
E09_CL_BASELINES,ewc,A,1010,1.0963091993865013,1.0936720029457234,-0.002637196440777867
E09_CL_BASELINES,ewc,A,1011,1.0925870750182582,1.093531130335004,0.0009440553167456844
E09_CL_BASELINES,ewc,A,1012,1.0876366778858746,1.087039221715401,-0.0005974561704735759
E09_CL_BASELINES,ewc,A,1013,1.0898917077999153,1.0972351758380166,0.007343468038101264
E09_CL_BASELINES,ewc,A,1014,1.0967226158132095,1.0976916413023445,0.0009690254891350225
E09_CL_BASELINES,ewc,A,1015,1.0936985695219907,1.0954642902036897,0.0017657206816990012
E09_CL_BASELINES,ewc,A,1016,1.0845517362864276,1.0842253071240733,-0.00032642916235436914
E09_CL_BASELINES,ewc,A,1017,1.0722697591074692,1.0681017337034786,-0.004168025403990638
E09_CL_BASELINES,ewc,A,1018,1.0868531811843503,1.0038489662984347,-0.08300421488591558
E09_CL_BASELINES,ewc,A,1019,1.0740093407505666,1.070049498870245,-0.003959841880321724
E09_CL_BASELINES,ewc,A,1020,1.0865569239218358,1.0827588906781285,-0.0037980332437073105
E09_CL_BASELINES,ewc,A,1021,1.0826100902232108,1.0817486659340139,-0.0008614242891968882
E09_CL_BASELINES,ewc,A,1022,1.0876945863784921,1.0921758161090238,0.004481229730531666
E09_CL_BASELINES,ewc,A,1023,1.0629502741292474,1.062188918197896,-0.000761355931351293
E09_CL_BASELINES,ewc,A,1024,1.067829452717906,1.0705020283142914,0.0026725755963854514
E09_CL_BASELINES,ewc,A,1025,1.0880680536550198,1.094266219180291,0.006198165525271193
E09_CL_BASELINES,ewc,A,1026,1.0600578717389808,1.060675502725641,0.0006176309866601226
E09_CL_BASELINES,ewc,A,1027,1.0809678369354396,1.0841132158106412,0.00314537887520161
E09_CL_BASELINES,ewc,A,1028,1.0620517531478126,1.061165820453352,-0.0008859326944605783
E09_CL_BASELINES,ewc,A,1029,1.0544505928355667,1.0590035683515344,0.004552975515967672
