experiment_id,baseline,sequence,seed,q_after_t1,q_final_on_t1,bwt
E09_CL_BASELINES,upgd,A,1000,1.0577962135730072,1.0746045240099804,0.016808310436973173
E09_CL_BASELINES,upgd,A,1001,1.0910685857169597,1.0856861094961432,-0.005382476220816557
E09_CL_BASELINES,upgd,A,1002,1.0668276436862159,1.068522236847683,0.0016945931614671395
E09_CL_BASELINES,upgd,A,1003,1.0932902851879918,1.094187275022159,0.0008969898341673055
E09_CL_BASELINES,upgd,A,1004,1.081628209972765,1.0887504506814063,0.007122240708641314
E09_CL_BASELINES,upgd,A,1005,1.0727680076086437,1.0632922362404542,-0.009475771368189445
E09_CL_BASELINES,upgd,A,1006,1.0982616092526438,1.0912085241315752,-0.007053085121068614
E09_CL_BASELINES,upgd,A,1007,1.0867081346855805,1.095257258204084,0.008549123518503565
E09_CL_BASELINES,upgd,A,1008,1.0970379214658152,1.0975765008750455,0.0005385794092302998
E09_CL_BASELINES,upgd,A,1009,1.089631906279868,1.0813740898070554,-0.008257816472812651
E09_CL_BASELINES,upgd,A,1010,1.0878608573983741,1.0945401376914599,0.006679280293085732
E09_CL_BASELINES,upgd,A,1011,1.0774412596949945,1.088961093073704,0.011519833378709432
E09_CL_BASELINES,upgd,A,1012,1.0604398402884112,1.0689841710473873,0.008544330758976093
E09_CL_BASELINES,upgd,A,1013,1.0912970167589437,1.0870993096383785,-0.0041977071205652194
E09_CL_BASELINES,upgd,A,1014,1.0822534261407482,1.0948547928507786,0.012601366710030426
E09_CL_BASELINES,upgd,A,1015,1.0118073058623782,1.0873359507595781,0.0755286448971999
E09_CL_BASELINES,upgd,A,1016,1.0604876395183092,1.05853225762215,-0.0019553818961590697
E09_CL_BASELINES,upgd,A,1017,0.8961906828041556,1.0823985740723239,0.18620789126816828
E09_CL_BASELINES,upgd,A,1018,1.0723613400778165,1.0686233678375145,-0.0037379722403019233
E09_CL_BASELINES,upgd,A,1019,1.0971452850764294,1.0875937571255483,-0.0095515279508811
E09_CL_BASELINES,upgd,A,1020,1.0868709639787393,1.0867281228639185,-0.00014284111482076867
E09_CL_BASELINES,upgd,A,1021,1.0974802150038772,1.0841697781277562,-0.01331043687612099
E09_CL_BASELINES,upgd,A,1022,1.0976445198775022,1.096231825851448,-0.001412694026054151
E09_CL_BASELINES,upgd,A,1023,1.056511050729583,1.0657003780419876,0.009189327312404627
E09_CL_BASELINES,upgd,A,1024,1.089101433781189,1.0885062087601995,-0.0005952250209895205
E09_CL_BASELINES,upgd,A,1025,1.082645050715382,1.090478422293479,0.007833371578096937
E09_CL_BASELINES,upgd,A,1026,1.097527721104831,1.009375091854543,-0.0881526292502881
E09_CL_BASELINES,upgd,A,1027,1.085348849033309,1.086049802267657,0.0007009532343480451
E09_CL_BASELINES,upgd,A,1028,1.085270353079396,0.9958352477464104,-0.08943510533298549
E09_CL_BASELINES,upgd,A,1029,1.052867268004795,1.057998775519408,0.0051315075146129985
